gemeente_code,year,gemeente_name,province,area_km2,centroid_lat,centroid_lon,population,population_density_km2,accident_count,fatal_count,serious_injury_count,weather_mean_temp_mean_c,weather_mean_temp_min_c,weather_mean_temp_max_c,weather_mean_humidity_pct,weather_mean_pressure_hpa,weather_annual_precip_mm,weather_annual_sunshine_hours,km_cycleway,km_track,km_lane,km_total,bicycle_parking_count
GM0269,2019,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,0,0,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0269,2020,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,0,0,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0269,2021,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,0,0,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0269,2022,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,13,1,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0269,2023,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,10,1,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0269,2024,Oldebroek,Gelderland,98.2,52.45674,5.9376,24281,249.0,11,0,0,,,,,,,,133.559,0.0,5.273,138.832,1
GM0273,2015,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2016,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2017,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2018,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2019,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2020,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2021,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,0,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2022,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,17,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2023,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,20,0,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0273,2024,Putten,Gelderland,85.36,52.243263,5.584467,24978,293.0,19,2,0,,,,,,,,296.307,1.402,14.64,312.35,6
GM0274,2015,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2016,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2017,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2018,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2019,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2020,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2021,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,0,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2022,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,16,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2023,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,24,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0274,2024,Renkum,Gelderland,47.26,51.989626,5.784837,31419,684.0,24,0,0,,,,,,,,71.129,1.036,22.243,94.408,13
GM0275,2015,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2016,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2017,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2018,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2019,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2020,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2021,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,0,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2022,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,28,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2023,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,42,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0275,2024,Rheden,Gelderland,84.29,52.03357,6.051257,43661,534.0,36,0,0,,,,,,,,68.726,0.094,14.454,83.274,21
GM0277,2015,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,10.41,5.75,14.78,80.99,1017.35,1011.8,1794.6,23.414,0.0,1.606,25.02,0
GM0277,2016,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,10.28,5.77,14.67,81.51,1016.09,867.4,1740.3,23.414,0.0,1.606,25.02,0
GM0277,2017,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,10.51,5.97,14.79,81.3,1016.13,916.2,1585.7,23.414,0.0,1.606,25.02,0
GM0277,2018,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,11.24,6.21,16.07,76.81,1015.44,657.2,2042.5,23.414,0.0,1.606,25.02,0
GM0277,2019,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,10.93,6.21,15.52,78.53,1014.5,892.8,1873.6,23.414,0.0,1.606,25.02,0
GM0277,2020,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,11.37,6.44,15.96,78.98,1015.2,794.4,1868.4,23.414,0.0,1.606,25.02,0
GM0277,2021,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,0,0,0,10.04,5.51,14.36,82.67,1016.09,913.7,1672.5,23.414,0.0,1.606,25.02,0
GM0277,2022,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,2,0,0,11.34,6.07,16.15,76.09,1017.08,797.8,2115.9,23.414,0.0,1.606,25.02,0
GM0277,2023,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,1,0,0,11.46,6.99,15.8,79.29,1014.14,1272.8,1776.6,23.414,0.0,1.606,25.02,0
GM0277,2024,Rozendaal,Gelderland,27.86,52.042519,5.967941,1831,66.0,2,0,0,11.43,7.08,15.58,82.23,1014.52,1119.6,1622.5,23.414,0.0,1.606,25.02,0
GM0279,2015,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2016,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2017,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2018,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2019,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2020,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2021,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,0,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2022,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,6,1,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2023,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,2,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0279,2024,Scherpenzeel,Gelderland,13.79,52.08932,5.50047,10343,750.0,3,0,0,,,,,,,,24.341,0.0,0.623,24.963,20
GM0281,2015,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2016,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2017,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2018,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2019,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2020,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2021,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,0,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2022,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,30,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2023,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,48,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0281,2024,Tiel,Gelderland,35.52,51.885103,5.406971,42370,1292.0,35,0,0,,,,,,,,92.559,0.0,3.196,95.755,2
GM0285,2015,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2016,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2017,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2018,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2019,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2020,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2021,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,0,0,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2022,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,31,2,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2023,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,26,2,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0285,2024,Voorst,Gelderland,126.47,52.225516,6.09911,25377,206.0,21,1,0,,,,,,,,218.015,0.0,39.243,257.258,21
GM0289,2015,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2016,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2017,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2018,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2019,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2020,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2021,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,0,0,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2022,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,30,1,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2023,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,48,2,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0289,2024,Wageningen,Gelderland,32.35,51.973492,5.663516,42579,1400.0,50,1,0,,,,,,,,132.786,0.064,10.814,143.664,225
GM0293,2015,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2016,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2017,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2018,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2019,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2020,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2021,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,0,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2022,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,13,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2023,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,11,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0293,2024,Westervoort,Gelderland,7.79,51.957497,5.970823,15151,2160.0,6,0,0,,,,,,,,29.197,0.0,1.336,30.532,6
GM0294,2015,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2016,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2017,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2018,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2019,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2020,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2021,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,0,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2022,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,44,2,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2023,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,25,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0294,2024,Winterswijk,Gelderland,138.82,51.969855,6.725904,29231,212.0,34,0,0,,,,,,,,89.657,5.819,1.925,97.401,6
GM0296,2015,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2016,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2017,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2018,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2019,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2020,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2021,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,0,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2022,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,41,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2023,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,35,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0296,2024,Wijchen,Gelderland,69.58,51.816734,5.701925,41545,629.0,22,0,0,,,,,,,,193.289,0.0,1.69,194.98,16
GM0297,2015,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2016,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2017,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2018,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2019,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2020,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2021,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,0,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2022,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,18,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2023,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,37,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0297,2024,Zaltbommel,Gelderland,89.01,51.792246,5.158521,30385,386.0,25,0,0,,,,,,,,50.988,0.012,5.168,56.168,19
GM0299,2015,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2016,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2017,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2018,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2019,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2020,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2021,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,0,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2022,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,29,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2023,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,26,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0299,2024,Zevenaar,Gelderland,106.13,51.924138,6.085308,45041,486.0,28,0,0,,,,,,,,194.198,0.165,22.84,217.203,32
GM0301,2015,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2016,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2017,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2018,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2019,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2020,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2021,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,0,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2022,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,52,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2023,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,57,1,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0301,2024,Zutphen,Gelderland,42.9,52.136338,6.233918,48752,1191.0,66,0,0,,,,,,,,109.204,0.0,17.135,126.339,130
GM0302,2015,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2016,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2017,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2018,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2019,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2020,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2021,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,0,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2022,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,19,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2023,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,29,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0302,2024,Nunspeet,Gelderland,128.86,52.33896,5.786572,29072,226.0,27,0,0,,,,,,,,243.813,0.0,8.495,252.308,20
GM0303,2015,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2016,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2017,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2018,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2019,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2020,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2021,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,0,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2022,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,19,1,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2023,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,33,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0303,2024,Dronten,Flevoland,339.03,52.502679,5.701754,44354,133.0,26,0,0,,,,,,,,494.821,0.0,11.276,506.098,38
GM0307,2015,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2016,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2017,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2018,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2019,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2020,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2021,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,0,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2022,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,130,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2023,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,151,0,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0307,2024,Amersfoort,Utrecht,63.81,52.173607,5.384681,161852,2590.0,172,1,0,,,,,,,,184.784,0.1,25.358,210.242,139
GM0308,2015,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2016,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2017,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2018,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2019,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2020,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2021,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,0,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2022,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,16,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2023,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,17,1,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0308,2024,Baarn,Utrecht,33.02,52.203835,5.26418,25065,770.0,19,0,0,,,,,,,,128.448,0.0,15.302,143.749,18
GM0310,2015,De Bilt,Utrecht,67.14,52.141748,5.174345,43718,661.0,0,0,0,10.9,6.48,14.91,79.53,1017.29,853.3,1856.4,83.636,0.0,2.231,85.868,20
